stage,architecture_name,architecture_shape,train_fraction,learning_rate,init_seed,split_seed,max_power,batch_size,train_samples,test_samples,final_step,best_step,final_loss,best_loss,final_accuracy,best_accuracy,elapsed_seconds
train_split,medium_shallow,32 -> 1,0.75,0.01,11,22,15,256,13425,4473,32768,32768,0.02186322318710177,0.02186322318710177,0.9742901855577912,0.9742901855577912,5.931660834001377
train_split,medium_shallow,32 -> 1,0.6,0.01,11,22,15,256,10740,7158,32768,32768,0.020520973828704586,0.020520973828704586,0.9765297569153395,0.9765297569153395,5.936015707906336
train_split,medium_shallow,32 -> 1,0.6,0.01,23,22,15,256,10740,7158,32768,32768,0.021113140930889784,0.021113140930889784,0.9752724224643755,0.9752724224643755,5.973985458025709
train_split,medium_shallow,32 -> 1,0.6,0.01,47,22,15,256,10740,7158,32768,32768,0.021211968183779326,0.021211968183779326,0.9758312377759151,0.9758312377759151,6.027355874888599
train_split,medium_shallow,32 -> 1,0.7,0.01,47,22,15,256,12530,5368,32768,32768,0.021248137964147908,0.021248137964147908,0.974478390461997,0.974478390461997,6.110081041930243
train_split,medium_shallow,32 -> 1,0.7,0.01,23,22,15,256,12530,5368,32768,32768,0.02116858224315991,0.02116858224315991,0.9748509687034277,0.9748509687034277,6.165115999989212
train_split,medium_shallow,32 -> 1,0.75,0.01,23,22,15,256,13425,4473,32768,32768,0.022539746561491207,0.022539746561491207,0.9729488039347194,0.9729488039347194,6.353213167050853
train_split,medium_shallow,32 -> 1,0.8,0.01,11,22,15,256,14320,3578,32768,32768,0.021903598608393922,0.021903598608393922,0.9745667970933483,0.9745667970933483,6.219250124879181
train_split,medium_shallow,32 -> 1,0.8,0.01,23,22,15,256,14320,3578,32768,32768,0.022282405292855936,0.022282405292855936,0.9731693683622136,0.9731693683622136,6.291267250198871
train_split,medium_shallow,32 -> 1,0.85,0.01,23,22,15,256,15215,2683,32768,32768,0.02155554741492346,0.02155554741492346,0.9739098024599329,0.9739098024599329,6.2375767501071095
train_split,medium_shallow,32 -> 1,0.8,0.01,47,22,15,256,14320,3578,32768,32768,0.02252890260683929,0.02252890260683929,0.9731693683622136,0.9731693683622136,6.425098999869078
train_split,medium_shallow,32 -> 1,0.85,0.01,11,22,15,256,15215,2683,32768,32768,0.02101965300776675,0.02101965300776675,0.9742825195676481,0.9742825195676481,6.350643082987517
train_split,medium_shallow,32 -> 1,0.75,0.01,47,22,15,256,13425,4473,32768,32768,0.02256094710500145,0.02256094710500145,0.9738430583501007,0.9738430583501007,6.530355916824192
train_split,medium_shallow,32 -> 1,0.9,0.01,11,22,15,256,16110,1788,32768,32768,0.022027545710957917,0.022027545710957917,0.9748322147651006,0.9748322147651006,4.850072167115286
train_split,medium_shallow,32 -> 1,0.85,0.01,47,22,15,256,15215,2683,32768,32768,0.021638522028297504,0.021638522028297504,0.9746552366753634,0.9746552366753634,4.914014916867018
train_split,medium_shallow,32 -> 1,0.9,0.01,23,22,15,256,16110,1788,32768,32768,0.022940088466286267,0.022940088466286267,0.9737136465324385,0.9737136465324385,4.826346875168383
train_split,medium_shallow,32 -> 1,0.9,0.01,47,22,15,256,16110,1788,32768,32768,0.02280017319953026,0.02280017319953026,0.9737136465324385,0.9737136465324385,4.856537792133167
learning_rate,medium_shallow,32 -> 1,0.6,0.1,11,22,15,256,10740,7158,32768,8192,0.01969520181381559,0.020180902231001843,0.9765297569153395,0.9768091645711092,4.070469124941155
learning_rate,medium_shallow,32 -> 1,0.6,0.1,47,22,15,256,10740,7158,32768,32768,0.01970530327543864,0.01970530327543864,0.9766694607432244,0.9766694607432244,4.131791291991249
learning_rate,medium_shallow,32 -> 1,0.6,0.1,23,22,15,256,10740,7158,32768,32768,0.019683818661829153,0.019683818661829153,0.9762503492595697,0.9762503492595697,4.155233375029638
final_confirm,medium_shallow,32 -> 1,0.6,0.1,47,22,16,256,10740,7158,65536,32768,0.02034408870442183,0.01970530327543864,0.9749930148086058,0.9766694607432244,10.248423374956474
final_confirm,medium_shallow,32 -> 1,0.6,0.1,11,22,16,256,10740,7158,65536,8192,0.020084375969624417,0.020180902231001843,0.9758312377759151,0.9768091645711092,10.273252874845639
final_confirm,medium_shallow,32 -> 1,0.6,0.1,23,22,16,256,10740,7158,65536,32768,0.020082486651063908,0.019683818661829153,0.9759709416037999,0.9762503492595697,10.30144170904532
final_confirm,medium_shallow,32 -> 1,0.6,0.1,89,22,16,256,10740,7158,65536,32768,0.020134857344993175,0.019622767008536837,0.9755518301201453,0.9769488683989941,10.314641709206626
final_confirm,medium_shallow,32 -> 1,0.6,0.1,71,22,16,256,10740,7158,65536,8192,0.020354819185570354,0.020313091320654553,0.9754121262922604,0.9766694607432244,10.350452416110784
architecture_screen,tiny_shallow,4 -> 1,0.8,0.01,11,22,14,256,14320,3578,16384,16384,0.03275235402429388,0.03275235402429388,0.9703745108999441,0.9703745108999441,1.2244924590922892
architecture_screen,small_shallow,8 -> 1,0.8,0.01,11,22,14,256,14320,3578,16384,16384,0.02567759352612098,0.02567759352612098,0.9712129681386249,0.9712129681386249,1.260534374974668
architecture_screen,medium_shallow,32 -> 1,0.8,0.01,11,22,14,256,14320,3578,16384,16384,0.02276384505200229,0.02276384505200229,0.9720514253773057,0.9720514253773057,2.927652708021924
architecture_screen,medium_flat_deep,16 -> 16 -> 16 -> 1,0.8,0.01,11,22,14,256,14320,3578,16384,16384,0.06903342437813838,0.06903342437813838,0.9086081609837898,0.9086081609837898,4.634796250145882
architecture_screen,medium_tapered,32 -> 16 -> 1,0.8,0.01,11,22,14,256,14320,3578,16384,16384,0.027783944844154092,0.027783944844154092,0.9714924538848518,0.9714924538848518,4.690702292136848
architecture_screen,wide_tapered,64 -> 32 -> 1,0.8,0.01,11,22,14,256,14320,3578,16384,16384,0.024643163973481097,0.024643163973481097,0.9720514253773057,0.9720514253773057,7.670593500137329
architecture_screen,wide_flat_deep,32 -> 32 -> 32 -> 1,0.8,0.01,11,22,14,256,14320,3578,16384,16384,0.07152219487427483,0.07152219487427483,0.9086081609837898,0.9086081609837898,8.021524499868974
architecture_screen,wide_tapered_deep,64 -> 32 -> 16 -> 1,0.8,0.01,11,22,14,256,14320,3578,16384,16384,0.055093424496578704,0.055093424496578704,0.9086081609837898,0.9086081609837898,8.444532833062112
architecture_screen,bottleneck,64 -> 16 -> 64 -> 1,0.8,0.01,11,22,14,256,14320,3578,16384,16384,0.0638320176292014,0.0638320176292014,0.9086081609837898,0.9086081609837898,9.530098624993116
architecture_screen,large_tapered,128 -> 128 -> 64 -> 8 -> 1,0.8,0.01,11,22,14,256,14320,3578,16384,16384,0.079751143995522,0.079751143995522,0.9086081609837898,0.9086081609837898,18.62357783294283
architecture_screen,very large tapered,256 -> 128 -> 64 -> 8 -> 1,0.8,0.01,11,22,14,256,14320,3578,16384,16384,0.08128805135438048,0.08128805135438048,0.9086081609837898,0.9086081609837898,23.805749374907464
architecture_confirm,medium_shallow,32 -> 1,0.8,0.01,11,22,15,256,14320,3578,32768,32768,0.021832793935612493,0.021832793935612493,0.9737283398546674,0.9737283398546674,6.190401667030528
architecture_confirm,medium_shallow,32 -> 1,0.8,0.01,47,22,15,256,14320,3578,32768,32768,0.02258566223421982,0.02258566223421982,0.9728898826159866,0.9728898826159866,6.256229833001271
architecture_confirm,medium_shallow,32 -> 1,0.8,0.01,23,22,15,256,14320,3578,32768,32768,0.022419495522847433,0.022419495522847433,0.9731693683622136,0.9731693683622136,6.318873582873493
architecture_confirm,small_shallow,8 -> 1,0.8,0.01,11,22,15,256,14320,3578,32768,32768,0.023234462817506043,0.023234462817506043,0.9726103968697597,0.9726103968697597,2.2857309160754085
architecture_confirm,medium_tapered,32 -> 16 -> 1,0.8,0.01,11,22,15,256,14320,3578,32768,32768,0.02309661071302952,0.02309661071302952,0.9734488541084405,0.9734488541084405,8.685574332950637
architecture_confirm,small_shallow,8 -> 1,0.8,0.01,47,22,15,256,14320,3578,32768,32768,0.02900939663331587,0.02900939663331587,0.9698155394074902,0.9698155394074902,2.3689155830070376
architecture_confirm,small_shallow,8 -> 1,0.8,0.01,23,22,15,256,14320,3578,32768,32768,0.025061696401405556,0.025061696401405556,0.9712129681386249,0.9712129681386249,2.5003925829660147
architecture_confirm,medium_tapered,32 -> 16 -> 1,0.8,0.01,23,22,15,256,14320,3578,32768,32768,0.023099574454924908,0.023099574454924908,0.9731693683622136,0.9731693683622136,8.058302666060627
architecture_confirm,medium_tapered,32 -> 16 -> 1,0.8,0.01,47,22,15,256,14320,3578,32768,32768,0.0230460977724935,0.0230460977724935,0.9731693683622136,0.9731693683622136,8.070068625034764
architecture_confirm,wide_tapered,64 -> 32 -> 1,0.8,0.01,11,22,15,256,14320,3578,32768,32768,0.022671449578594263,0.022671449578594263,0.9726103968697597,0.9726103968697597,14.673017874825746
architecture_confirm,wide_tapered,64 -> 32 -> 1,0.8,0.01,47,22,15,256,14320,3578,32768,32768,0.022468295978051743,0.022468295978051743,0.9734488541084405,0.9734488541084405,14.711150417104363
architecture_confirm,wide_tapered,64 -> 32 -> 1,0.8,0.01,23,22,15,256,14320,3578,32768,32768,0.023030694905048266,0.023030694905048266,0.9726103968697597,0.9726103968697597,14.81926108407788
train_split,medium_shallow,32 -> 1,0.6,0.01,11,22,15,256,10740,7158,32768,32768,0.020619701899274746,0.020619701899274746,0.9762503492595697,0.9762503492595697,6.2549331658519804
train_split,medium_shallow,32 -> 1,0.75,0.01,11,22,15,256,13425,4473,32768,32768,0.0218718100413047,0.0218718100413047,0.9740666219539459,0.9740666219539459,6.380737917032093
train_split,medium_shallow,32 -> 1,0.7,0.01,47,22,15,256,12530,5368,32768,32768,0.021228080645069404,0.021228080645069404,0.9750372578241431,0.9750372578241431,6.42532533290796
train_split,medium_shallow,32 -> 1,0.6,0.01,47,22,15,256,10740,7158,32768,32768,0.02118865735038747,0.02118865735038747,0.9752724224643755,0.9752724224643755,6.451231542043388
train_split,medium_shallow,32 -> 1,0.6,0.01,23,22,15,256,10740,7158,32768,32768,0.02137633486859686,0.02137633486859686,0.9751327186364906,0.9751327186364906,6.4627687078900635
train_split,medium_shallow,32 -> 1,0.7,0.01,11,22,15,256,12530,5368,32768,32768,0.020758946424749455,0.020758946424749455,0.9750372578241431,0.9750372578241431,6.548943208064884
train_split,medium_shallow,32 -> 1,0.7,0.01,23,22,15,256,12530,5368,32768,32768,0.02117982281359771,0.02117982281359771,0.974478390461997,0.974478390461997,6.563449542038143
train_split,medium_shallow,32 -> 1,0.8,0.01,11,22,15,256,14320,3578,32768,32768,0.021832793935612493,0.021832793935612493,0.9737283398546674,0.9737283398546674,7.416208459064364
train_split,medium_shallow,32 -> 1,0.75,0.01,23,22,15,256,13425,4473,32768,16384,0.022499994927980653,0.023472676560693066,0.9731723675385647,0.9736194947462553,7.621309916954488
train_split,medium_shallow,32 -> 1,0.85,0.01,11,22,15,256,15215,2683,32768,32768,0.02114609238188086,0.02114609238188086,0.9754006708907939,0.9754006708907939,7.54137745895423
train_split,medium_shallow,32 -> 1,0.8,0.01,23,22,15,256,14320,3578,32768,32768,0.022419495522847433,0.022419495522847433,0.9731693683622136,0.9731693683622136,7.657637124881148
train_split,medium_shallow,32 -> 1,0.85,0.01,23,22,15,256,15215,2683,32768,32768,0.021627514142897323,0.021627514142897323,0.9742825195676481,0.9742825195676481,7.561123291961849
train_split,medium_shallow,32 -> 1,0.75,0.01,47,22,15,256,13425,4473,32768,32768,0.02231091797270546,0.02231091797270546,0.9738430583501007,0.9738430583501007,7.885159583063796
train_split,medium_shallow,32 -> 1,0.8,0.01,47,22,15,256,14320,3578,32768,32768,0.02258566223421982,0.02258566223421982,0.9728898826159866,0.9728898826159866,7.870799582917243
train_split,medium_shallow,32 -> 1,0.9,0.01,11,22,15,256,16110,1788,32768,32768,0.022118393518056622,0.022118393518056622,0.9737136465324385,0.9737136465324385,4.800930582918227
train_split,medium_shallow,32 -> 1,0.85,0.01,47,22,15,256,15215,2683,32768,32768,0.021450867508389145,0.021450867508389145,0.9750279537830786,0.9750279537830786,4.9121466658543795
train_split,medium_shallow,32 -> 1,0.9,0.01,23,22,15,256,16110,1788,32768,32768,0.022959983889050076,0.022959983889050076,0.9737136465324385,0.9737136465324385,4.745339083019644
train_split,medium_shallow,32 -> 1,0.9,0.01,47,22,15,256,16110,1788,32768,32768,0.022864782136587557,0.022864782136587557,0.9731543624161074,0.9731543624161074,4.805699709104374
learning_rate,medium_shallow,32 -> 1,0.6,0.1,11,22,15,256,10740,7158,32768,16384,0.020803647771140705,0.019750071902626915,0.9749930148086058,0.9766694607432244,4.070749833015725
learning_rate,medium_shallow,32 -> 1,0.6,0.1,23,22,15,256,10740,7158,32768,8192,0.021905277262235588,0.020383130137797526,0.9734562727018721,0.9752724224643755,4.072837499901652
learning_rate,medium_shallow,32 -> 1,0.6,0.1,47,22,15,256,10740,7158,32768,8192,0.01996992506018048,0.02021130491425754,0.9749930148086058,0.9765297569153395,4.096071166917682
final_confirm,medium_shallow,32 -> 1,0.6,0.1,71,22,16,256,10740,7158,65536,4096,0.019684992842236387,0.0210697612860311,0.9754121262922604,0.9759709416037999,9.576910542091355
final_confirm,medium_shallow,32 -> 1,0.6,0.1,47,22,16,256,10740,7158,65536,8192,0.020271019106394974,0.02021130491425754,0.9754121262922604,0.9765297569153395,9.618442249950022
final_confirm,medium_shallow,32 -> 1,0.6,0.1,89,22,16,256,10740,7158,65536,65536,0.02009420291555853,0.02009420291555853,0.9763900530874546,0.9763900530874546,9.636459416942671
final_confirm,medium_shallow,32 -> 1,0.6,0.1,11,22,16,256,10740,7158,65536,16384,0.02115538971943635,0.019750071902626915,0.9744341994970662,0.9766694607432244,9.639325416879728
final_confirm,medium_shallow,32 -> 1,0.6,0.1,23,22,16,256,10740,7158,65536,65536,0.019758503514564835,0.019758503514564835,0.9770885722268791,0.9770885722268791,9.64437925000675
